Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
10/31/18,268903,Brierwood,FL,Jacksonville,Duval County,Jacksonville,5888,205900,0.007338552,0.01729249,0.067392431,,,2006-12,2006-Q4,207700,-0.008666346,2006-08
10/31/18,43784,Aquebogue,NY,New York-Newark-Jersey City,Suffolk County,Riverhead,5889,469200,0.016244314,0.072212066,0.162825279,,,2018-10,2018-Q4,469200,0,2018-10
10/31/18,273655,Everest,WA,Seattle-Tacoma-Bellevue,King County,Kirkland,5890,702300,0.002569593,0.007893226,0.010067597,,,2018-02,2018-Q1,723300,-0.029033596,2017-11
10/31/18,417181,Pacido Bayou,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,Saint Petersburg,5891,441300,0.002726653,0.003867152,0.037132785,,,2006-06,2006-Q2,451400,-0.022374834,2005-11
10/31/18,56772,Singer Island,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,Riviera Beach,5892,503400,0.002389486,0.022754978,0.035163479,,,2006-04,2006-Q2,593000,-0.151096121,2005-04
10/31/18,113411,Almonte,CA,San Francisco-Oakland-Hayward,Marin County,Mill Valley,5893,1413600,-0.003313826,-0.001976843,0.075389882,,,2018-08,2018-Q3,1421000,-0.0052076,2018-07
10/31/18,343568,Waunona,WI,Madison,Dane County,Madison,5894,227200,0.01383311,0.038391225,0.107752316,,,2018-10,2018-Q4,227200,0,2018-10
10/31/18,411349,South Lake,KS,Kansas City,Johnson County,Overland Park,5895,183700,0.001089918,-0.004336043,0.069889342,,,2018-06,2018-Q2,185500,-0.009703504,2018-04
10/31/18,403156,Druid Hills,GA,Atlanta-Sandy Springs-Roswell,Fulton County,Atlanta,5896,479800,-0.001456816,-0.013163307,0.055433348,,,2018-04,2018-Q2,510300,-0.059768763,2018-01
10/31/18,416048,Brookhollow,OH,Columbus,Franklin County,Columbus,5897,201100,0.0055,0.023930754,0.120334262,,,2018-10,2018-Q4,201100,0,2018-10
10/31/18,417230,Worthington Park,OH,Columbus,Franklin County,Columbus,5898,231500,0.001297578,0.001297578,0.028888889,,,2018-05,2018-Q2,231900,-0.001724881,2018-04
10/31/18,271902,Lettered Streets,WA,Bellingham,Whatcom County,Bellingham,5899,395300,0.006364562,0.00380904,0.080940662,,,2018-10,2018-Q4,395300,0,2018-10
10/31/18,342734,Eisenhower,NM,Albuquerque,Bernalillo County,Albuquerque,5900,234800,0.005567452,0.02443281,0.099250936,,,2018-10,2018-Q4,234800,0,2018-10
10/31/18,417696,Lakeview Trails,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Gilbert,5901,412300,0.004384896,0.017773389,0.075378195,,,2007-04,2007-Q2,421900,-0.022754207,2006-11
10/31/18,763475,Chandler Creek,TX,Austin-Round Rock,Williamson County,Round Rock,5902,233200,-0.002139495,-0.005119454,0.028672254,,,2018-06,2018-Q2,234600,-0.005967604,2018-04
10/31/18,764087,La Mirage,FL,Pensacola-Ferry Pass-Brent,Escambia County,Pensacola,5903,215000,0.005612722,0.026743075,0.136363636,,,2006-04,2006-Q2,221900,-0.031095088,2005-12
10/31/18,273374,Country Overlook,KS,Wichita,Sedgwick County,Wichita,5904,67100,0.002989537,0.040310078,0.154905336,,,2009-10,2009-Q4,68200,-0.016129032,2009-06
10/31/18,343452,Cleveland Heights,FL,Lakeland-Winter Haven,Polk County,Lakeland,5905,143500,0.014134276,0.033117351,0.121970289,,,2006-09,2006-Q3,149400,-0.039491299,2006-05
10/31/18,272293,Wedgewood,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,Milwaukee,5906,169200,-0.000590667,0.001776199,0.029823494,,,2006-04,2006-Q2,187500,-0.0976,2004-11
10/31/18,416923,Heights Park,TX,Dallas-Fort Worth-Arlington,Dallas County,Richardson,5907,293600,0.004791239,0.016268605,0.033075299,,,2018-10,2018-Q4,293600,0,2018-10
10/31/18,763456,Cross Creek,TX,Dallas-Fort Worth-Arlington,Collin County,Plano,5908,254800,0.007114625,-0.00662768,0.046836483,,,2018-07,2018-Q3,256500,-0.00662768,2018-06
10/31/18,763642,Central Core,KS,Kansas City,Johnson County,Olathe,5909,145600,0.006915629,0.01322199,0.095560572,,,2018-10,2018-Q4,145600,0,2018-10
10/31/18,270357,Bear Canyon,NM,Albuquerque,Bernalillo County,Albuquerque,5910,259000,0.000772798,0.005434783,0.104948805,,,2018-10,2018-Q4,259000,0,2018-10
10/31/18,417933,Stonegate Estates,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Mesa,5911,283900,0.003889675,0.017562724,0.047988188,,,2006-04,2006-Q2,332300,-0.14565152,2005-08
10/31/18,761613,Mount Vernon Woods,GA,Atlanta-Sandy Springs-Roswell,Fulton County,Sandy Springs,5912,382700,0.018903088,0.043917076,0.100345026,,,2018-10,2018-Q4,382700,0,2018-10
10/31/18,738009,Roseville Heights,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,5913,296600,0.001350439,0.002365664,0.049539986,,,2005-12,2005-Q4,319500,-0.071674491,2005-04
10/31/18,54755,Tunkhannock,PA,Scranton--Wilkes-Barre--Hazleton,Wyoming County,Tunkhannock,5914,147300,0.006147541,0.028631285,0.072052402,,,2018-10,2018-Q4,147300,0,2018-10
10/31/18,417947,Villages of Eastridge,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Mesa,5915,328100,0.003977968,0.010782502,0.060782412,,,2006-04,2006-Q2,382100,-0.141324261,2005-07
10/31/18,422793,Echo Heights,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,5916,112100,0.014479638,0.072727273,0.260967379,,,2018-10,2018-Q4,112100,0,2018-10
10/31/18,275254,Rosemont West,AZ,Tucson,Pima County,Tucson,5917,176800,0.009708738,0.03271028,0.098819142,,,2006-11,2006-Q4,201300,-0.121708892,2005-06
10/31/18,416421,Forest View Park,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,5918,207200,0.008763389,0.032386647,0.134099617,,,2018-10,2018-Q4,207200,0,2018-10
10/31/18,762296,Fremont South,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,5919,486700,-0.008353708,-0.015176042,0.050280535,,,2006-06,2006-Q2,586200,-0.169737291,2004-12
10/31/18,762235,Point Dume,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Malibu,5920,4497600,0.00956229,0.030472437,0.121064832,,,2018-10,2018-Q4,4497600,0,2018-10
10/31/18,762663,Woodtick Road,CT,New Haven-Milford,New Haven County,Waterbury,5921,126000,0.01042502,0.03960396,0.001589825,,,2007-03,2007-Q1,182200,-0.30845225,2003-05
10/31/18,198535,University Heights,MS,Hattiesburg,Forrest County,Hattiesburg,5922,162200,0.005579665,-0.011578306,-0.001846154,,,2011-11,2011-Q4,173500,-0.065129683,2011-01
10/31/18,26505,Pine Lake,WA,Seattle-Tacoma-Bellevue,King County,Sammamish,5923,1051900,0.001046821,-0.009696856,0.034011599,,,2018-06,2018-Q2,1070500,-0.017375058,2018-02
10/31/18,113250,Whitehills,MI,Lansing-East Lansing,Ingham County,East Lansing,5924,304100,0.003299241,0.035762943,0.06440322,,,2007-02,2007-Q1,336900,-0.097358267,2003-12
10/31/18,230853,Alamo Heights,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,5925,194400,0.008298755,0.026399155,0.090297252,,,2018-10,2018-Q4,194400,0,2018-10
10/31/18,763823,Fisk Addition,WI,Green Bay,Brown County,Green Bay,5926,106500,0.016221374,0.03902439,0.059701493,,,2018-10,2018-Q4,106500,0,2018-10
10/31/18,273758,Forest Park,NC,Winston-Salem,Forsyth County,Winston-Salem,5927,30100,0.037931034,0.078853047,0.118959108,,,2008-03,2008-Q1,53200,-0.434210526,1996-10
10/31/18,761732,Country Club Estates,AZ,Flagstaff,Coconino County,Flagstaff,5928,412500,0.002186589,0.002186589,0.045892495,,,2007-07,2007-Q3,417200,-0.01126558,2007-05
10/31/18,276262,Clayton-Tamm,MO,St. Louis,Saint Louis City,Saint Louis,5929,147100,0.004095563,-0.001357773,-0.009427609,,,2018-05,2018-Q2,150200,-0.020639148,2017-09
10/31/18,253799,Monticello,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,5930,460800,0.001956947,0.003702897,0.020824103,,,2018-05,2018-Q2,462000,-0.002597403,2018-04
10/31/18,248282,Wasena,VA,Roanoke,Roanoke City,Roanoke,5931,140800,0.006433167,0.010043042,0.01955105,,,2018-04,2018-Q2,144100,-0.022900763,2018-01
10/31/18,274472,McKinley School - Columbus Park,IA,Des Moines-West Des Moines,Polk County,Des Moines,5932,89500,0.010158014,0.006749156,-0.041755889,,,2017-12,2017-Q4,95000,-0.057894737,2017-08
10/31/18,276231,Calico Ridge,NV,Las Vegas-Henderson-Paradise,Clark County,Henderson,5933,383000,0.007894737,0.030123722,0.093348558,,,2006-06,2006-Q2,466500,-0.178992497,2004-12
10/31/18,269518,Woodland Heights,IA,Des Moines-West Des Moines,Polk County,Des Moines,5934,142200,0.004237288,0.01789549,0.144006436,,,2018-10,2018-Q4,142200,0,2018-10
10/31/18,125152,Lower Grand Lagoon,FL,Panama City,Bay County,Panama City,5935,246100,0.010262726,0.039273649,0.129935721,,,2005-11,2005-Q4,433500,-0.432295271,2004-04
10/31/18,208500,Blue Ridge,PA,Philadelphia-Camden-Wilmington,Bucks County,Levittown,5936,193200,0.013109596,0.028206493,0.067403315,,,2007-08,2007-Q3,206900,-0.066215563,2006-04
10/31/18,761985,Jupiter Village,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,Jupiter,5937,236200,0.012864494,0.061096137,0.143272023,,,2006-08,2006-Q3,246900,-0.043337384,2006-01
10/31/18,273948,Hawthorne,KY,Louisville/Jefferson County,Jefferson County,Louisville,5938,200600,0.009054326,0.010070493,0.043704475,,,2018-05,2018-Q2,204000,-0.016666667,2018-03
10/31/18,275867,Villa Heights,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,5939,322200,-0.004018547,0.005304212,0.354350567,,,2018-08,2018-Q3,324300,-0.006475486,2018-08
10/31/18,763696,Apple Hill,MN,Rochester,Olmsted County,Rochester,5940,223200,0.004048583,0.018712916,0.09037616,,,2018-10,2018-Q4,223200,0,2018-10
10/31/18,762240,Edinborough,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Edina,5941,173000,0.002317497,-0.009730967,0.06856084,,,2005-05,2005-Q2,180100,-0.039422543,2005-02
10/31/18,269622,Bryan Park,IN,Bloomington,Monroe County,Bloomington,5942,181200,0.018549747,0.064629847,0.096188748,,,2018-10,2018-Q4,181200,0,2018-10
10/31/18,276541,Riverside,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Tempe,5943,193200,0.002594707,0.005202914,0.07632312,,,2007-04,2007-Q2,212400,-0.09039548,2006-04
10/31/18,11617,Gleed,WA,Yakima,Yakima County,Yakima,5944,255400,0.016719745,0.053195876,0.135111111,,,2018-10,2018-Q4,255400,0,2018-10
10/31/18,269195,Southside,FL,Jacksonville,Duval County,Jacksonville,5945,273600,0.015967323,0.051094891,0.130111524,,,2006-02,2006-Q1,317200,-0.137452711,2005-08
10/31/18,416991,Fiesta Gardens,CA,San Francisco-Oakland-Hayward,San Mateo County,San Mateo,5946,1568400,0.008747106,0.025299078,0.212993039,,,2018-10,2018-Q4,1568400,0,2018-10
10/31/18,416976,Northwest Hillsdale,CA,San Francisco-Oakland-Hayward,San Mateo County,San Mateo,5947,1823800,0.008404291,0.026914414,0.156133122,,,2018-10,2018-Q4,1823800,0,2018-10
10/31/18,275851,Vasa,WA,Seattle-Tacoma-Bellevue,King County,Bellevue,5948,857200,-0.001979276,-0.018660561,0.032025042,,,2018-06,2018-Q2,878400,-0.024134791,2018-01
10/31/18,416099,Newlands,CO,Boulder,Boulder County,Boulder,5949,1256900,0.014856681,0.037988273,0.08587473,,,2018-10,2018-Q4,1256900,0,2018-10
10/31/18,417532,Silverhawke,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Gilbert,5950,331400,0.006682868,0.021578298,0.078424992,,,2006-04,2006-Q2,375800,-0.118147951,2005-08
10/31/18,219094,Riverview,GA,Atlanta-Sandy Springs-Roswell,Fulton County,Sandy Springs,5951,638900,0.004401824,0.008683296,-0.006221807,,,2017-11,2017-Q4,646900,-0.012366672,2017-10
10/31/18,110334,Red Leaf,CO,Denver-Aurora-Lakewood,Broomfield County,Broomfield,5952,569500,0.008143034,0.030955829,0.08558902,,,2018-10,2018-Q4,569500,0,2018-10
10/31/18,243075,Dominion Hills,VA,Washington-Arlington-Alexandria,Arlington County,Arlington,5953,742100,-0.001076861,-0.006293519,-0.011324274,,,2018-04,2018-Q2,768300,-0.034101263,2017-06
10/31/18,764071,Northside-Cherokee,TN,Chattanooga,Hamilton County,Chattanooga,5954,193800,0.008324662,0.006753247,0.076068851,,,2018-10,2018-Q4,193800,0,2018-10
10/31/18,268950,Dixie Belle,FL,Orlando-Kissimmee-Sanford,Orange County,Orlando,5955,150800,-0.002645503,0.02585034,0.13897281,,,2006-10,2006-Q4,193500,-0.220671835,2005-08
10/31/18,272516,Oak Ridge,IL,Springfield,Sangamon County,Springfield,5956,48200,0.02991453,0.088036117,0.278514589,,,2009-06,2009-Q2,53200,-0.093984962,2005-08
10/31/18,30681,Byfield,MA,Boston-Cambridge-Newton,Essex County,Newbury,5957,514900,0.006647116,0.020210026,0.068257261,,,2018-10,2018-Q4,514900,0,2018-10
10/31/18,763916,Hilltop Green,CA,San Francisco-Oakland-Hayward,Contra Costa County,Richmond,5958,516800,-0.007680492,-0.007870993,0.078464107,,,2006-06,2006-Q2,524600,-0.014868471,2005-05
10/31/18,763487,Stone Oak at Round Rock,TX,Austin-Round Rock,Williamson County,Round Rock,5959,253800,0.006344171,0.022974607,0.098701299,,,2018-10,2018-Q4,253800,0,2018-10
10/31/18,13814,Shenorock,NY,New York-Newark-Jersey City,Westchester County,Somers,5960,382100,0.005790998,0.005526316,0.016493748,,,2006-05,2006-Q2,419900,-0.090021434,2004-12
10/31/18,156044,Weweantic,MA,Boston-Cambridge-Newton,Plymouth County,Wareham,5961,258000,0.008600469,0.02952913,0.081761006,,,2005-06,2005-Q2,272700,-0.053905391,2004-10
10/31/18,119357,Centennial,ND,Fargo,Cass County,Fargo,5962,366500,-0.000272777,-0.007044161,-0.004617056,,,2018-06,2018-Q2,371000,-0.01212938,2018-05
10/31/18,344004,Hawthorne Hills,WA,Seattle-Tacoma-Bellevue,King County,Seattle,5963,1037200,-0.002692308,-0.018546556,-0.019474381,,,2018-03,2018-Q1,1085100,-0.044143397,2017-05
10/31/18,272807,Artesia Community Guild,TX,San Antonio-New Braunfels,Bexar County,San Antonio,5964,75200,0.008042895,0.02173913,0.053221289,,,2018-10,2018-Q4,75200,0,2018-10
10/31/18,763712,Lincolnshire-Arbor Glen,MN,Rochester,Olmsted County,Rochester,5965,268400,0.013212533,0.032704886,0.041117145,,,2018-10,2018-Q4,268400,0,2018-10
10/31/18,272031,Alcott Park,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,Milwaukee,5966,173700,-0.000575374,-0.006861063,0.001730104,,,2006-04,2006-Q2,189100,-0.081438392,2004-11
10/31/18,255171,Bradley,SC,Columbia,Richland County,Columbia,5967,138600,0.008,0.028189911,0.083659109,,,2018-10,2018-Q4,138600,0,2018-10
10/31/18,271078,Crestwood,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,5968,418800,-0.002382087,-0.005698006,0.015272727,,,2018-03,2018-Q1,424500,-0.013427562,2018-01
10/31/18,272263,Sunset Village,WI,Madison,Dane County,Madison,5969,335200,0.009030704,0.038413879,0.141689373,,,2018-10,2018-Q4,335200,0,2018-10
10/31/18,116316,Rafael Meadows-Los Ranchitos,CA,San Francisco-Oakland-Hayward,Marin County,San Rafael,5970,899700,0.001781539,-0.002218033,0.056109872,,,2018-07,2018-Q3,901700,-0.002218033,2018-07
10/31/18,276284,Crestview,AL,Mobile,Mobile County,Mobile,5971,112500,0,0.003568243,0.075525813,,,2008-05,2008-Q2,135800,-0.171575847,2006-10
10/31/18,274179,Kenwood,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Minneapolis,5972,979300,0.000817578,0.010420966,0.055166469,,,2018-10,2018-Q4,979300,0,2018-10
10/31/18,417006,Samarkand,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Barbara,5973,1169400,-0.000256476,0.001627409,0.090959978,,,2018-08,2018-Q3,1173400,-0.003408897,2018-08
10/31/18,762803,Kavalia Ranch,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Rancho Cordova,5974,463700,0.001295616,0.005420642,0.020915896,,,2006-05,2006-Q2,546200,-0.151043574,2004-08
10/31/18,250035,Battle Point,WA,Bremerton-Silverdale,Kitsap County,Bainbridge Island,5975,966500,0.008662075,0.014272222,0.134656023,,,2018-10,2018-Q4,966500,0,2018-10
10/31/18,276575,Southeast Citizens Committee-Highland Park,TX,San Antonio-New Braunfels,Bexar County,San Antonio,5976,142700,0,0.004929577,0.109642302,,,2018-10,2018-Q4,142700,0,2018-10
10/31/18,274959,Park Crossing,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,5977,536500,0.000746129,0.000186428,0.056934594,,,2018-10,2018-Q4,536500,0,2018-10
10/31/18,417133,Holiday Park,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,Saint Petersburg,5978,279500,0,0.010484454,0.044079193,,,2006-04,2006-Q2,288300,-0.03052376,2005-12
10/31/18,761134,Haystack-Dingle,MD,Cumberland,Allegany County,Cumberland,5979,106200,0.006635071,-0.015755329,0.003780718,,,2007-04,2007-Q2,117400,-0.095400341,2006-08
10/31/18,210139,Eastlawn Gardens,PA,Allentown-Bethlehem-Easton,Northampton County,Nazareth,5980,235300,0.002129472,0.000850702,0.002556455,,,2006-10,2006-Q4,265800,-0.114747931,2005-06
10/31/18,410486,Valley View,MO,Kansas City,Jackson County,Independence,5981,122300,0.011579818,0.028595458,0.1366171,,,2018-10,2018-Q4,122300,0,2018-10
10/31/18,37106,Altamont,NY,Albany-Schenectady-Troy,Albany County,Guilderland,5982,254100,0.003951008,-0.003529412,0.118397887,,,2018-07,2018-Q3,255000,-0.003529412,2018-06
10/31/18,269170,Rosemont North,FL,Orlando-Kissimmee-Sanford,Orange County,Orlando,5983,186400,0.003229279,0.001612037,0.126964933,,,2006-09,2006-Q3,230000,-0.189565217,2005-10
10/31/18,217222,Winchester Park,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,5984,232700,0.003449763,0.022857143,0.021958718,,,2007-03,2007-Q1,249000,-0.065461847,2005-11
10/31/18,761154,Central Oakland Park,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Oakland Park,5985,268700,0.004485981,0.043495146,0.175929978,,,2006-08,2006-Q3,319400,-0.158735128,2005-06
10/31/18,764299,Northeast-Wilson Park,MN,St. Cloud,Stearns County,Saint Cloud,5986,129300,0.009367681,0.044426494,0.082914573,,,2007-05,2007-Q2,137200,-0.057580175,2006-12
10/31/18,764160,South Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,Bethesda,5987,643800,0.000310752,-0.00124108,-0.028959276,,,2017-10,2017-Q4,663000,-0.028959276,2017-04
10/31/18,416175,Adobe Meadow - Meadow Park,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Palo Alto,5988,2946300,0.002790919,0.00942168,0.098996606,,,2018-10,2018-Q4,2946300,0,2018-10
10/31/18,762461,Moss Creek,NC,Charlotte-Concord-Gastonia,Cabarrus County,Concord,5989,262600,0.003439052,0.005744925,0.015860735,,,2018-10,2018-Q4,262600,0,2018-10
10/31/18,417682,Lindsay Ranch,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Gilbert,5990,319900,0.007241814,0.015878057,0.07928475,,,2006-04,2006-Q2,363200,-0.119218062,2005-09
10/31/18,245496,Meadowbrook Forest-Huntclub-Meadowbrook,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,Norfolk,5991,237900,0.002528445,0.003797468,0.024106759,,,2006-04,2006-Q2,260200,-0.085703305,2005-05
10/31/18,271526,Oxbow,TX,San Antonio-New Braunfels,Bexar County,San Antonio,5992,151400,0.002649007,0.00397878,0.078347578,,,2018-08,2018-Q3,151500,-0.000660066,2018-08
10/31/18,417986,Mingo Valley,OK,Tulsa,Tulsa County,Tulsa,5993,120800,0.006666667,0.015979815,0.073777778,,,2018-10,2018-Q4,120800,0,2018-10
10/31/18,762691,Heron Bay-Marina Vista,CA,San Francisco-Oakland-Hayward,Alameda County,San Leandro,5994,855100,0.006592113,0.003402957,0.068474322,,,2018-10,2018-Q4,855100,0,2018-10
10/31/18,209570,Crabtree Hollow,PA,Philadelphia-Camden-Wilmington,Bucks County,Levittown,5995,216400,0.004642526,0.013108614,0.126496616,,,2018-10,2018-Q4,216400,0,2018-10
10/31/18,415866,Summerwood,OH,Columbus,Franklin County,Columbus,5996,196000,0.002557545,0.016070503,0.121923297,,,2018-10,2018-Q4,196000,0,2018-10
10/31/18,763623,Abercorn Heights-Lamara Heights-Ridgewood,GA,Savannah,Chatham County,Savannah,5997,231600,0.01312336,0.028419183,0.104434907,,,2018-10,2018-Q4,231600,0,2018-10
10/31/18,268570,Visitacion Valley,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,558,882200,0.007192602,0.015774324,0.057033309,,,2018-10,2018-Q4,882200,0,2018-10
10/31/18,123450,Angel City,FL,Palm Bay-Melbourne-Titusville,Brevard County,Merritt Island,5999,275400,0.002183406,0.014738394,0.064142195,,,2005-10,2005-Q4,301500,-0.086567164,2005-02
10/31/18,737968,British Woods,NC,Winston-Salem,Forsyth County,Winston-Salem,6000,134500,0.010518407,0.036209553,0.058221873,,,2018-10,2018-Q4,134500,0,2018-10
10/31/18,763452,Plano Park,TX,Dallas-Fort Worth-Arlington,Collin County,Plano,6001,183300,-0.006504065,-0.022921109,0.094982079,,,2018-06,2018-Q2,189000,-0.03015873,2018-03
10/31/18,273583,Eastridge,NE,Lincoln,Lancaster County,Lincoln,6002,187900,0.004812834,0.01787649,0.083621684,,,2018-10,2018-Q4,187900,0,2018-10
10/31/18,416980,Sunnybrae,CA,San Francisco-Oakland-Hayward,San Mateo County,San Mateo,6003,1486100,0.008824927,0.013157895,0.160471654,,,2018-10,2018-Q4,1486100,0,2018-10
10/31/18,761586,Ralston Estates West,CO,Denver-Aurora-Lakewood,Jefferson County,Arvada,6004,425300,0.004250295,0.005912961,0.033787069,,,2018-10,2018-Q4,425300,0,2018-10
10/31/18,274843,Oakdale,GA,Savannah,Chatham County,Savannah,6005,225600,0.001331558,0.02081448,0.115727003,,,2018-10,2018-Q4,225600,0,2018-10
10/31/18,271345,Deerfield,TX,San Antonio-New Braunfels,Bexar County,San Antonio,6006,401300,0.002247752,0.00325,0.009052049,,,2018-03,2018-Q1,406500,-0.012792128,2018-02
10/31/18,422786,Crestline Area,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,6007,646400,-0.008132576,-0.016133942,-0.006150062,,,2017-12,2017-Q4,664100,-0.026652613,2017-10
10/31/18,267856,Tudor Area,AK,Anchorage,Anchorage Borough,Anchorage,6008,360200,0,0.01151362,0.05075846,,,2018-10,2018-Q4,360200,0,2018-10
10/31/18,271878,Fruit Valley,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,6009,242400,0.003726708,0.013377926,0.054371466,,,2018-10,2018-Q4,242400,0,2018-10
10/31/18,763067,West Hollywood West,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,West Hollywood,6010,2022200,-0.010084198,-0.021815895,-0.014522417,,,2017-12,2017-Q4,2103800,-0.038786957,2017-10
10/31/18,274704,North East,VA,Charlottesville,Albemarle County,Charlottesville,6011,285600,0.007762879,0.028818444,0.090909091,,,2018-10,2018-Q4,285600,0,2018-10
10/31/18,234770,Lakeside,TX,El Paso,El Paso County,El Paso,6012,82800,-0.006002401,-0.028169014,0.01595092,,,2018-07,2018-Q3,85200,-0.028169014,2018-07
10/31/18,757354,Davis Lake,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,6013,242400,0.005809129,0.01295445,0.062226117,,,2018-10,2018-Q4,242400,0,2018-10
10/31/18,275893,Vista Del Norte,TX,San Antonio-New Braunfels,Bexar County,San Antonio,6014,355200,0.007373795,0.008804317,0.026589595,,,2018-04,2018-Q2,356300,-0.003087286,2018-04
10/31/18,273239,Chimborazo,VA,Richmond,Richmond City,Richmond,6015,266500,0.033747091,0.121161127,0.105809129,,,2018-10,2018-Q4,266500,0,2018-10
10/31/18,343546,Parkwood Hills,WI,Madison,Dane County,Madison,6016,389000,0.000771803,0.001544799,0.016993464,,,2018-10,2018-Q4,389000,0,2018-10
10/31/18,125595,Ortega Forest,FL,Jacksonville,Duval County,Jacksonville,6017,380800,0.011689692,0.020364416,0.077837532,,,2007-10,2007-Q4,469000,-0.188059701,2005-08
10/31/18,275259,Royal Oaks,MO,Kansas City,Jackson County,Kansas City,6018,161400,0,-0.011029412,0.093495935,,,2018-07,2018-Q3,163200,-0.011029412,2018-06
10/31/18,416454,Piccadilly Square,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,6019,199700,0.006552419,0.014220416,0.136596471,,,2018-10,2018-Q4,199700,0,2018-10
10/31/18,764197,The Oaks,TX,College Station-Bryan,Brazos County,Bryan,6020,195300,0.00514668,0.013492475,0.05624662,,,2018-10,2018-Q4,195300,0,2018-10
10/31/18,763729,Eastfield,MI,Lansing-East Lansing,Ingham County,Lansing,6021,94500,0.010695187,0.05704698,0.141304348,,,2005-08,2005-Q3,112100,-0.157002676,2004-02
10/31/18,248404,Westview Terrace,VA,Roanoke,Roanoke City,Roanoke,6022,126600,0.0103751,0.020145044,0.002375297,,,2007-05,2007-Q2,135400,-0.064992614,2006-07
10/31/18,180574,Brookwood,NC,Winston-Salem,Forsyth County,Winston-Salem,6023,110000,-0.000908265,0.006404392,0.066925315,,,2008-02,2008-Q1,114900,-0.042645779,2007-08
10/31/18,417956,Meridian Pointe,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Mesa,6024,301400,0.003997335,0.016526138,0.071834993,,,2006-04,2006-Q2,353400,-0.147142049,2005-08
10/31/18,762951,Broomfield Country Club,CO,Denver-Aurora-Lakewood,Broomfield County,Broomfield,6025,558600,-0.000715564,-0.015682819,0.008303249,,,2018-04,2018-Q2,572600,-0.024449878,2017-11
10/31/18,274803,Northwest Big River,KS,Wichita,Sedgwick County,Wichita,6026,113000,-0.004405286,-0.021645022,-0.004405286,,,2018-06,2018-Q2,115600,-0.022491349,2018-02
10/31/18,272188,Morgan Heights,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,Milwaukee,6027,151200,-0.001321004,0.004651163,-0.005263158,,,2006-05,2006-Q2,173200,-0.127020785,2004-05
10/31/18,275404,Soundview,WA,Seattle-Tacoma-Bellevue,Pierce County,Gig Harbor,6028,549700,0.00548747,0.008623853,0.097205589,,,2018-10,2018-Q4,549700,0,2018-10
10/31/18,762267,Channel Islands,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,6029,1095200,-0.000456329,0.045636815,0.206300253,,,2006-08,2006-Q3,1226900,-0.107343712,2005-11
10/31/18,266942,Spring Branch,MO,Kansas City,Jackson County,Independence,6030,153900,0.004569191,0.028743316,0.145089286,,,2018-10,2018-Q4,153900,0,2018-10
10/31/18,274650,Nebraska,IN,Fort Wayne,Allen County,Fort Wayne,6031,61300,0.011551155,0.040747029,-0.054012346,,,2017-12,2017-Q4,65700,-0.066971081,2017-05
